liste Clients Mag
Code Libre;Nom;CP Fact;Ville Fact;Téléphone Fact;Commentaire
C00000002576;CHATEAU DE LINIERES;53340;BALLEE;;
C00000002525;CHATEAU DU ROZIER;42110;FEURS;;
C00000001192;CHATELON Eric;42220;BOURG ARGENTAL;;
C0296;CHAUVE IRENE;42560;MARGERIE CHANTEGRET;477767235;06 08 71 86 07
C00000001075;CHELON Georges;77630;BARBIZON;;
C00000003036;CHEMERY Anna;42000;SAINT ETIENNE;;
C00000001318;CHEUCLE Axel;;;;
C1059;CHEYENNE PRODUCTION;37100;TOURS;02 47 42 55 55;
C0297;CHEZ WAM PRODUCTION;84000;Avignon;;
C0089;CHIFONIE;42000;Charlieu;;
C0195;CHOC FRONTAL PRODUCTION;42230;SAINT VICTOR SUR LOIRE;679417377;
C0150;CHOC THEATRE;42000;SAINT ETIENNE;477253932;
C00000001847;CHOCOLAT WEISS;42006;SAINT ETIENNE;04 77 49 41 41;
C00000002266;CHOEUR AMOURINE;42800;SAINT MARTIN LA PLAINE;;
C00000001565;CHOEUR DU PILAT;42740;SAINT PAUL EN JAREZ;;
C00000002523;CHOEUR ONDAINE;42700;FIRMINY;;
C00000001090;CHOEUR SAINTE THERESE;97222;CASE PILOTE;;
C00000001806;CHOEUR SYMPHONIA;42390;VILLARS;;
C00000003023;CHOMAT Kevin;42290;SORBIERS;;
C0298;CHORALE ARC EN CIEL;42650;SAINT JEAN BONNEFONDS;477952008;
C0207;CHORALE BONNE NOUVELLE;42100;SAINT ETIENNE;;
C00000002367;CHORALE DE ST JUST-ST RAMBERT;42170;ST JUST-ST RAMBERT;;
C0853;CHORALE LA CHANTEDAILLE;69850;SAINT-MARTIN EN HAUT;;
C00000001224;CHORALE LES MARIO;42605;MONTBRISON;;
C00000001974;CHU de Saint-Etienne;42270;SAINT-PRIEST EN JAREZ;477127013;Code service : PRESTATIONS_ET_FOURNITURES
C00000002342;CIE ;;;;
C00000002603;Cie Alamourak;;;;
C00000002387;CIE ALMA PARENS;69600;OULLINS;;
C00000002627;Cie ALS;42000;ST ETIENNE;;
C00000003110;Cie CJAY Art;43120;MONISTROL SUR LOIRE;;
C00000001734;CIE L'OEIL EN COULISSE;42160;ANDREZIEUX BOUTHEON;477369125;
C00000001710;Cie LA CLINQUAILLE;;;;
C00000002918;Cie LA PEAU DE L'OURS;42000;ST ETIENNE;;
C00000001449;cie la résevre;42100;SAINT ETIENNE;;
C00000002343;CIE LE BEOTIEN;42000;SAINT-ETIENNE;;
C00000003250;Cie LE GALACTIK ENSEMBLE;75014;PARIS;;
C00000002048;CIE MURIELLE M;26300;CHATUSSANGE LE GOUDET;;
C00000001802;Cie NOMADE IN FRANCE;42000;SAINT-ETIENNE;;
C00000000963;Cie NOSFERATU PRODUCTION;43000;LE PUY EN VELAY;04 71 09 12 81;
C00000002456;CIE NOUVELLE FABRIQUE;69004;LYON;;
C00000002683;Cie Parc;42000;SAINT ETIENNE;;
C00000002667;CIE R/O;42100;SAINT ETIENNE;;
C00000002539;CIE SANS LETTRES;42230;SAINT ETIENNE;;
C00000001694;Cie Zurko;42600;SAINT ETIENNE;;
C0300;CIEL;43003;BRIOUDE;;
C0301;CIEL LES NOCTAMBULES;42000;SAINT ETIENNE;477215665;
C00000001451;CINE 3 DIFFUSION;69720;ST LAURENT DE MUR;04 78 67 78 83;
C0305;CINE VIDEO LASER;;;;
C00000002051;CINEFABRIQUE;69008;LYON;622621214;
C0302;CINEMA LE CAPITOLE;84000;AVIGNON ;490822427;
C0303;CINEMA LE MAJESTIC;42700;FIRMINY;477560122;
C00000002721;CINEMA LE MELIES;42000;SAINT ETIENNE;;
C00000002167;CINEMA LE REX;42600;MONTBRISON;;
C0304;CINEMA LE REX DE VALREAS;84600;VALREAS;490350045;
C00000001340;CINÉMA QUAI DES ARTS;;USSON EN FOREZ;477502178;
C00000003045;CINEMATHEQUE DE ST ETIENNE;42000;SAINT ETIENNE;;
C00000002975;CINQ CEMPOTES;42100;SAINT-ETIENNE;;
C0383;CIOMPAGNIE DE DANSE DIVINES FANTAISIES;69520;GRIGNY;;
C00000001958;CIRCO DE BAKUZA FRANCE SARL;75012;PARIS;01 44 88 83 90;
C00000002191;CIRCUS PRODUCTION;69000;LYON;;
C00000001899;CIRQUE A L'ANCIENNE;75019;PARIS;04 90 29 55 23;
C00000002404;CISAME PRODUCTION;73250;SAINT PIERRE D'ALBIGNY;;
C00000002022;CISTERNINO Vincent;69000;LYON;;
C00000002390;CITE NOUVELLE;;;477448266;
C00000002611;CITE SERVICES;42000;SAINT-ETIENNE;;
C00000002259;CITEOS FEURS;42110;FEURS;477274870;
C0095;CITRON AVEUGLE;42100;Saint Etienne;477324230;
C00000002336;CJD RHONE-ALPES ET LYON;69289;LYON CEDEX 02;478496289;
C00000001996;CLARA DUNKEN PRODUCTIONS;42100;SAINT ETIENNE;;
C0306;CLASSE EN 4-PERSONNEL BLEDINA;69400;VILLEFRANCHE;;
C0307;CLAVEYROLAS FREDERIC;38790;CHARANTONNAY;474159566;
C00000001120;CLC PRODUCTIONS;69008;LYON;;
C00000002789;CLEO;42700;FIRMINY;;
C00000001447;CLEXTRAL;42700;FIRMINY;04 77 40 31 31;
C00000002050;Client divers;;;;
C00000001441;CLIN D'OEIL;87350;PANAZOL;;
C00000003027;CLIQUENNOIS Quentin;42000;SAINT-ETIENNE;;
C0309;CLOCK;42100;Saint Etienne;;
C00000001937;CLOE SARL;42230;SAINT GALMIER;;
C00000002555;CLUB 41 ROANNE 165;42300;VILLEREST;;
C00000002556;CLUB AMITIE ET LOISIR;;;;
C00000002437;club de billard Montbrison;42600;MONTBRISON;;
C0483;CLUB DE SPORT LE JEAN JAURES;69007;LYON;;
C00000002957;Club des Jeunes de CHALMAZEL-JEANSAGNIERE;42290;CHALMAZEL-JEANSAGNIERE;;
C0310;CLUB DES LOISIRS;43600;LES VILLETTES;;
C0312;CLUB GIER;42400;SAINT_CHAMOND;477220808;
C00000002170;CLUB PROFIL COIFFURE AUVERGNE RHÔNE ALPES;43120;MONISTROL SUR LOIRE;;
C0314;CM-CIC BAIL;75002;PARIS;;
C00000001740;CMA PROD;75004;PARIS;;
C0313;CMCAS MUTUELLE EDF;26002;VALENCE;;
C0070;CMO;;;;
C00000001386;CMTRA;69100;VILLERBANNE;04 78 70 81 75;
C00000002977;CN79;;;;
C00000002834;CNAREP;7100;BOULIEU- LES -ANNONAY;475675605;
C00000002756;COAL CUP;42700;FIRMINY;;
C0315;COCKTAIL'S MUSIC;42400;SAINT CHAMMOND;617062814;
C00000001431;COEUR D 'ART&CO;42000;SAINT-ETIENNE;;
C00000002917;COGEJAC;;;616101136;
C00000002961;COLAS FRANCE;59092;LILLE CEDEX;;
C00000002362;COLASRHONE-ALPES AUVERGNE;59092;LILLE CEDEX 9;;
C0836;COLCHIQUES  MUSIC;75008;PARIS;;
C00000002952;COLINET DEVELOPPEMENT;69850;ST-MARTIN EN HAUT;632781148;
C0106;COLLECT. DE GAUCHE EN HAUT EN FOREZ;42380;Saint Bonnet le chateau;477501710;
C0322;COLLECTIF  DU 17 OCTOBRE;42000;ST ETIENNE ;;
C00000001493;COLLECTIF 6 AM;42800;RIVE DE GIER;;
C00000002017;COLLECTIF 7;42000;SAINT ETIENNE;;
C00000001030;COLLECTIF ANTIROUILLE;7160;LE CHEYLARD;;
C00000002526;COLLECTIF AOI;42000;SAINT ETIENNE;;
C00000002356;COLLECTIF AU LES MOTS;42000;SAINT ETIENNE;;
C00000003195;Collectif des tables Stephanoises;42100;SAINT-ETIENNE;;
C00000003194;COLLECTIF KORMI;42100;SAINT-ETIENNE;;
C00000001766;COLLECTIF LA HORDE;75012;PARIS;;
C00000003135;COLLECTIF MYRTILLE SAUVAGE;63480;ST PIERRE LA BOURLHONNE;;
C00000002329;COLLECTIVE/LESS;69003;LYON;;
C0317;COLLEGE ALBERT THOMAS;42300;ROANNE;477236420;
C00000001494;collège andrézieux bouthéon;42;ANDREZIEUX BOUTHEON;;
C00000002400;COLLEGE ANNE FRANCK;42170;SAINT JUST SAINT RAMBERT;;
C00000003091;Collège Antoine GUICHARD ;42340;VEAUCHE;;
C00000001976;COLLEGE DES COLLINES ;42800;RIVE DE GIER;;
C00000002934;COLLEGE DU MONTEIL;43120;MONISTROL SUR LOIRE;471665280;
C00000001497;COLLEGE DU PALAIS;42110;FEURS;477261533;
C0323;COLLEGE DU PUIT DE LA LOIRE ;42021;ST ETIENNE CEDEX ;;
C00000003089;Collège J.PREVERT Andrézieux-Bouthéon;42160;ANDREZIEUX-BOUTHEON ;;
C00000002755;Collège Jean MONNET;43200;YSSINGEAUX;;
C00000002440;COLLEGE LE BOIS DE LARIVE;42240;UNIEUX;;
C0321;COLLEGE LINO VENTURA;42100;SAINT ETIENNE;;
C0318;COLLEGE LOUISE MICHEL;42800;RIVE DE GIER ;477750487;
C00000002792;COLLEGE MARC SEGUIN;42000;SAINT ETIENNE;;
C00000002444;COLLEGE MARIO MEUNIER;42600;MONTBRISON;;
C00000002655;COLLEGE NOTRE DAME DE LA FAYE;43110;AUREC SUR LOIRE;;
C0316;COLLEGE NOTRE DAME DE VALBENOITE;42100;ST ETIENNE ;477818600;
C00000003095;Collège Notre Dame des Collines;42800;RIVE DE GIER;;
C0823;Collège Privé Saint Joseph;42500;LE CHAMBON FEUGEROLLES;;
C00000001370;COLLEGE PUITS DE LA LOIRE;42021;SAINT-ETIENNE;477434650;
C00000001496;COLLEGE ROGER RUEL;43140;SAINT DIDIER EN VELAY;04 79 71 95 54;
C00000003104;College ST PIERRE;42210;MONTROND LES BAINS;;
C0319;COLLEGE TRUFFAUT Francois;42800;RIVE DE GIER ;477379917;
C0320;COLLEGE VALDECK ROUSSOT;42700;FIRMINY;;
C00000001490;COLLÈGE VICTOR DE LA PRADE;42603;MONTBRISON;04 77 58 24 11;
C0324;COLLIN RICHARD;42000;SAINT ETIENNE;;
C00000001158;COLLOMB Bruno;42160;ANDREZIEUX BOUTHEON;;
C00000002832;COM CORPUS;42100;SAINT ETIENNE;684387243;
C00000002172;COMEDIE DE VALENCE;26000;VALENCE;;
C00000001716;COMEDIE MUSICALE DU CHAMBON;;;683165259;
C00000001438;COMEDIE ODEON;69002;LYON;;
C0327;COMITÉ D'ANIMATION DES ESTABLES;43150;LES ESTABLES;471083475;
C00000001270;COMITE D'ANIMATION POUR TOUS SUR LE PARC DE MONTAUD;42000;SAINT-ETIENNE;04 77 33 41 76;
C00000001756;COMITÉ D'ANIMATIONS DUERNOIS;69850;DUERNE;478485574;
C0676;COMITÉ D'ENTREPRISE SCEMM;42030;Saint Etienne;477426161;
C0788;COMITÉ DE JUMELAGE;1480;JASSANS RIOTIER;474609006;
C00000002026;COMITÉ DE JUMELAGE DE JASSANS;1480;JASSANS RIOTTIER;;
C00000001238;COMITE DE JUMELAGE SOUFOUROULAYE;42480;LA FOUILLOUSE;;
C00000001815;COMITÉ DE QUARTIER DE MONTHIEU;42100;SAINT-ETIENNE;;
C0428;COMITÉ DEP RANDONN.PEDESTRE;42000;SAINT-ETIENNE;;
C00000001008;comite départemental cycliste de la Loire;42000;SAINT-ETIENNE;;
C00000003223;Comité Départemental de sport Adapté;42260;SAINT POLGUES;;
C00000002417;COMITE DEPARTEMENTAL LOIRE MONTAGNE ET ESCALADE;42260;PLANFOY;;
C0328;COMITE DEPARTEMENTAL TENNIS RHONE;69007;LYON;;
C00000001097;COMITE DEPARTEMENTALE DU TOURISME;42100;SAINT-ETIENNE;04 77 59 96 57;
C00000001566;Comité des Activités Nouvelles;42100;SAINT-ETIENNE;;
C00000002533;COMITE DES FÊTE DE JULLIANGES;43500;JULLIANGES;;
C00000002324;COMITE DES FETES;43590;BEAUZAC;;
C00000001342;Comite des fêtes;42600;ESSERTINESEN CHATELNEUF;;
C00000001922;COMITE DES FETES ;15320;RUYNES EN MARGERIDE;04 71 23 41 59;
C00000001871;COMITE DES FETES D UXEAU;71130;VENDENESSE SUR ARROUX;;
C00000001391;COMITE DES FETES D'APINAC;;;;
C00000002158;COMITÉ DES FETES D'AUREC SUR LOIRE-GALA;43110;AUREC SUR LOIRE;;
C00000002520;COMITE DES FETES DE BEAUZAC;43590;BEAUZAC;;
C0660;COMITÉ DES FÊTES DE BRIOUDE;43100;Brioude;;
C00000001763;Comité Des Fêtes de Cellieu;42320;CELLIEU;;
C0291;COMITÉ DES FÊTES DE CHATEAUNEUF;42800;Chateauneuf;;
C00000003249;COMITE DES FÊTES DE CLEPPE;42110;CLEPPE;477264151;
C0331;COMITÉ DES FÊTES DE GRAZAC;43200;grazac;471593172;
C00000001819;COMITE DES FETES DE GUILHERAND-GRANGES;7500;GUILHERAND-GRANGES;;
C00000001241;Comite des Fêtes de la Fouillouse;42480;LA FOUILLOUSE;;
C00000001755;Comite des fêtes de LUZY;58170;LUSY;;
C00000003071;Comite des FÊTES DE MARCENOD;42140;MARCENOD;;
C00000001022;COMITE DES FETES DE MENDE;48000;MENDE;;
C00000002442;COMITE DES FETES DE MONTFAUCON EN VELAY;43290;MONTFAUCON EN VELAY;;
C00000001368;COMITE DES FETES DE MONTROND LES BAINS;42210;MONTROND LES BAINS;477544277;
C00000003174;Comité des Fêtes de Pomeys;69590;POMEYS ;;
C00000002871;COMITE DES FETES DE RENAISON;42370;RENAISON;;
C0292;COMITE DES FETES DE RIVE DE GIER;42800;RIVE DE GIER;;
C00000001464;Comité des Fêtes de Rive de Gier;42800;RIVE DE GIER;;
C00000001378;COMITE DES FETES DE ROCHE LA MOLIERE;42230;ROCHE LA MOLIERE;;
C00000003123;Comite des Fêtes de St Chamond;42400;SAINT CHAMOND;;
C00000002335;COMITE DES FETES DE ST CYPRIEN;42160;ST CYPRIEN;;
C00000003278;Comité des fêtes de ST MAURICE ENGOURGOIS;42240;ST MAURICE EN GOURGOIS;;
C00000001844;Comite des Fêtes de ST PIERRE DE CHANDIEU;69780;SAINT PIERRE DE CHANDIEU ;;
C00000001444;Comite des fêtes de ST Rambert D albon;26140;SAINT RAMBERT D ALBON;;
C00000002348;COMITE DES FETES DE STE AGATHE LA BOUTERESSE;42130;SAINTE AGATHE LA BOUTERESSE;;
C00000002950;COMITE DES FETES DE STE SIGOLENE;43600;SAINTE SIGOLENE;;
C0728;COMITÉ DES FÊTES DE TULETTE;26770;TULETTE;475983052;
C00000003252;Comite des fêtes de verrières en fores;42600;VERRIERES EN FOREZ;;
C00000002240;COMITE DES FETES DE VILLARS;42390;VILLARS;;
C0330;COMITE DES FETES DU CHEYLARD ;7160;LE CHEYLARD ;;
C0329;COMITE DES FETES POUILLY LES FEURS;42110;POUILLY LES FEURS;;
C0326;COMITÉ DES FETES VAULX EN VELIN;69120;VAUX EN VELAIN;;
C00000002209;COMITE LOIRE KICK BOXING/BOXE THAI;42100;SAINT-ETIENNE;;
C0332;COMITE LORMOIS;42000;L'HORME;;
C00000003228;COMITE MISS LOIRE ;42270;SAINT PRIEST EN JAREZ;;
C00000002498;Comité Régional Auvergne Rhone Alpes Cyclotourisme;38307;BOURGOIN JAILLEUX CEDEX;;
C0102;COMMERCANTS DE LA PLACE CARNOT;43200;YSSINGEAUX;;
C00000002653;Communauté d'agglomération du pays d'Issoire;63504;ISSOIRE;;
C00000001982;Communaute d'Agglomeration du Puy En Velay;43003;LE PUY EN VELAY;471099382;
C00000001602;Communauté de Commune de COPLER ENTRE LOIRE & RHONE;42470;ST-SYMPHORIEN DE LAY;;A DEPOSER SUR CHORUS
C00000002823;Communaute de Commune de la VEYLE;1290;PONT DE VEYLE;385308354;
C00000002067;Communaute de Communes Des Sucs;43200;YSSINGEAUX;;
C00000001568;COMMUNAUTÉ DE COMMUNES DU BASSIN D'ANNONAY;7430;DAVEZIEUX;;
C00000001773;communaute de communes du bugey sud;1301;BELLEY CEDEX;;
C00000002208;Communauté de communes du pays de Saint Eloy;63700;SAINT ELOY LES MINES;;
C0852;COMMUNAUTE DE COMMUNES LES HAUTS DE;69590;SAINT-SYMPHORIEN/COISE;;
C00000001917;COMMUNAUTE DE COMMUNES LES MARCHES DU VELAY ROCHEBARON;43120;MONISTROL SUR LOIRE;;
C00000002268;COMMUNAUTÉ DE COMMUNES VALLONS DU LYONNAIS;69670;VAUGNERAY;478578380;
C0075;COMPAGNIE 360°;42100;ST ETIENNE;687294497;
C0103;COMPAGNIE 504 THEATRE DU VOYAGEUR;42400;SAINT CHAMOND;;
C00000002503;Compagnie ACS;42240;UNIEUX;;
C00000003306;COMPAGNIE AKORAM;42600;MONTBRISON;;
C00000001873;Compagnie AKU DAKU;42800;GENILAC;;
C0132;COMPAGNIE ALBEDO;7100;BOULIEU LES ANNONAY;;
C00000002602;Compagnie BALLET 21;42000;SAINT ETIENNE;;
C00000002796;COMPAGNIE BEMOL;42000;SAINT ETIENNE;;
C00000002596;Compagnie CANTICUMNOVUM;42000;SAINT ETIENNE;;
C00000002446;COMPAGNIE CONTRE TEMPS;42700;FIRMINY;;
C00000002881;COMPAGNIE CONTREPOINT;63110;BEAUMONT ;;
C00000002906;Compagnie Courir à la Catastrophe;75019;PARIS;;
C0335;COMPAGNIE DE L'AUBE;42500;CHAMBON FEUGEROLLES;;
C00000003331;COMPAGNIE DE LA MAUVAISE GRAINE;42000;SAINT-ETIENNE;;
C00000001284;COMPAGNIE DES LUMAS;42100;ST ETIENNE;;
C00000001597;COMPAGNIE DYPTIK;42000;SAINT-ETIENNE;;
C00000001188;COMPAGNIE FRANCHE DU FOREZ;42800;RIVE DE GIER;;
C00000001435;COMPAGNIE HALTE;42100;SAINT ETIENNE;;
C00000001135;Compagnie HORIZON;1000;BOURG EN BRESSE;;
C00000002659;COMPAGNIE ISABELLE CAHAGNE;69005;LYON;;
C00000002666;Compagnie Jeanne Simone;33000;BORDEAUX;;
C00000003291;COMPAGNIE L'ARBRE SOUS LA LUNE;42800;ST MARTIN LA PLAINE;;
C0498;COMPAGNIE LA CHANOUPA;42000;SAINT ETIENNE;;
C0336;COMPAGNIE LA CHARABOTTE;1110;HAUTEVILLE LOMPNES;474351512;
C00000001584;COMPAGNIE LA RESERVE;42100;ST ETIENNE;;
C0513;COMPAGNIE LE DERAILLEUR;42000;Saint Etienne;;
C00000001786;Compagnie les Enfants du Siecle;39170;SAINT LUPICIN;;
C00000002306;COMPAGNIE LES INDIENS;69001;LYON;;
C0966;COMPAGNIE LES PAS SAGES;42110;FEURS;;
C00000001175;COMPAGNIE LES VOISINS DU DESSOUS;38000;GRENOBLE;;
C00000002494;COMPAGNIE LIRE AUX ECLATS;75018;PARIS;;
C00000001341;Compagnie LITECOX;42100;SAINT-ETIENNE;;
C0536;COMPAGNIE LUCCIOLINA;42000;SAINT ETIENNE;;
C0862;COMPAGNIE MAGUY MARIN;69143;RILLIEUX LA PAPE;;
C00000001089;COMPAGNIE MEELTING FORCE;42000;SAINT-ETIENNE;;
C00000001349;COMPAGNIE METAMORPHOZ;42160;ANDREZIEUX-BOUTHEON;;
C00000001076;Compagnie Nosfératu Production;43800;LE PUY EN VELAY;;
C0196;COMPAGNIE OMNIBUS;42000;SAINT ETIENNE;477371138;
C00000001571;COMPAGNIE PAGNOZOO CIRQUE EQUESTRE;70190;TRAITIEFOINTAINE;03 84 91 81 40;
C00000003076;Compagnie PARADISIAQUE;34000;MONTPELLIER;;
C00000002691;COMPAGNIE PARC;42000;SAINT ETIENNE;;
C00000002616;COMPAGNIE PAROLE EN ACTE;42000;SAINT ETIENNE;;
C00000002410;COMPAGNIE PREZINE MELUZINE LA FABRIQUE A REVE;42000;SAINT ETIENNE;;
C00000002846;Compagnie RYTHMIC;42000;SAINT ETIENNE;;
C00000003273;Compagnie Sylvie SANTI;74210;FAVERGES-SEYTHENEX;;
C00000001471;COMPAGNIE THEATRE-STUDIO;94140;ALFORTVILLE;;
C00000001433;COMPAGNIE UNITED MEGAPHONE;42100;SAINT-ETIENNE;;
C00000002709;COMPAGNIE VIRAGO;42100;SAINT-ETIENNE;;
C00000001658;COMPAGNIE VLADIMIR STEYAERT;42000;ST ETIENNE;;
C00000002600;COMPAGNIE ZIRLIB;45000;ORLEANS;;
C00000002801;COMPLETEMENT GAGA;42000;SAINT-ETIENNE;;
C00000001117;CONCEPT EVEN;93170;BRIGNOLES;;
C0337;CONCERT SYSTEME;38370;ST CLAIRE DU RHONE;04 74 56 43 73;
C00000002970;CONCERTINA;26220;DIEULEFIT;;
C00000002140;CONFLUENCE;7320;DEVESSET;;
C00000002992;CONFLUENCE SPECTACLES;84000;AVIGNON;;
C0164;CONNECT FAYA;42000;SAINT-ETIENNE;;
C00000002036;Conseil Culturel du Cinéma CHAPLIN;42800;RIVE DE GIER;;
C00000001664;CONSEIL GENERAL 58;58039;NEVERS CEDEX;;
C00000001765;CONSEIL GENERAL DE L AIN;1003;BOURG EN BRESSE CEDEX;;
C00000001906;CONSEIL GENERAL DE LA SAVOIE;73018;CHAMBERY CEDEX;;
C00000001678;CONSEIL GENERAL DU JURA;39039;LONS LE SAUNIER CEDEX;;
C00000001660;CONSEIL LOCAL PARENTS D'ELEVES;42500;LE CHAMBON FEUGEROLLES;;
C00000001156;CONSERVATOIRE DE BRIVE LA GAILLARDE;19100;BRIVE LA GAILLARDE;05 55 18 17 80;
C00000001328;CONSERVATOIRE DE RIVE DE GIER;42800;RIVE DE GIER;;
C00000001032;CONSERVATOIRE DE ST ETIENNE;42100;SAINT-ETIENNE;477496530;
C00000002211;CONSERVATOIRE DU PAYS ROUSSILLONNAIS;38550;SAINT MAURICE L EXIL;;
C00000001439;Conservatoire Municipal F.MAZOYER;42160;ANDREZIEUX BOUTHEON;;Facturer sour le compte VILLE D'ANDREZIEUX
C0339;CONTI JEAN LOUIS;42100;SAINT ETIENNE;;
C00000001002;CONTRE TEMPS PROD;42400;SAINT CHAMOND;477227280;ENVOI PAR MAIL
C00000002511;COOP'ART;43000;LE PUY EN VELAY;;
C00000001221;COOPERATIVE DE MAI;63100;CLERMONT FERRAND;04 73 89 98 03;
C0341;COOPÉRATIVE FRUTIÈRE DE BEAUCHASTEL;7800;BEAUCHASTEL;475622900;
C0344;CORA VICHY;3200;VICHY;470303745;
C00000002357;CORALIS;34000;MONTPELLIER;;
C00000003042;COREME;42100;SAINT-ETIENNE;;
C00000003288;CORIDA S.A;75018;PARIS;;
C00000003297;CORNE BLEUE ;42000;SAINT ETIENNE;979011091;
C00000001569;CORNOLTI PRODUCTION;54700;MONTAUVILLE;383809408;
C0149;COSTA CALIENTE;42610;SAINT ROMAIN LE PUY;477766960;
C0175;COTE COUR;42120;LE COTEAUX;609754321;
C0948;COTE SCENE;75116;PARIS;;
C0129;COULEUR FEMME;42800;RIVE DE GIER;;
C00000002543;COULISSES;18000;BOURGES;;
C00000003289;COULISSES;B-7133;BUVRINNNES;32476069349;
C00000002325;COULISSES D AUTOMNE;42160;ANDREZIEUX BOUTHEON;477514049;
C0345;COULLIER ORGANISATION;75017;PARIS ;;
C00000002128;COURBON Emmanuel;42660;PLANFOY;477514148;
C00000001991;COYOTE LIVE;75017;PARIS;01 40 53 45 45;
C0346;CP ORGANISATION;7430;DAVEYZIEUX ;475697234;06 30 90 03 65
C00000002415;"CPB FILMS ""LES SAUVAGES""";75011;PARIS;;
C0814;CPM;75008;PARIS;01 56 59 93 63;
C00000002682;CPME LOIRE;42000;SAINT ETIENNE;;
C00000002790;CREACTI ;13400;AUBAGNE;442037275;
C00000001137;CREAT'IV IDEES;42110;FEURS;630980175;
C00000001621;CREATEUR FRANCE COIFFURE;42100;SAINT-ETIENNE;;
C00000003060;CREDIT AVICOLE;69280;MARCY L'ETOILE;;
C0348;CREDIT MUTUEL FAURIEL;42100;ST ETIENNE;04 77 42 05 91;
C0893;CREDIT MUTUEL GAMBETTA;42000;SAINT_ETIENNE;;
C00000001142;CRILJ-LOIRE;42100;SAINT ETIENNE;;
C00000003222;CRIPT Auvergne Rhone-alpes;;;475712535;
C00000003199;CRITICAL EVENTS;69780;MIONS ;;
C00000003200;CRITICAL EVENTS;;;;
C0198;CROIRE QUE TOUT EST POSSIBLE;42100;saint-etienne;;
C00000001302;CS PROD;69000;LYON;;
C0350;CS2A PRODUCTION;83790;GONFARON;;
C00000001355;CUISINES SUR COUR;42000;ST ETIENNE;;
C00000002779;CULTURE EFFECTIVE;42420;CALOIRE;;
C00000002076;CURIANT Sylvie;42700;FIRMINY;;
C00000002795;CURTY PRECISION;42100;SAINT-ETIENNE;;
C00000002969;CYCLES PERE ET FILS;42160;ANDREZIEUX-BOUTHEON;;
C00000001963;CYCLO;;;;
C00000002642;CZ ELEC;43120;MONISTROL SUR LOIRE;;
C0356;D COMMUNICATION;69300;CALUIRE;;
C0352;D'ANGELO Rosario ;42800;RIVE DE GIER ;477758385;
C00000002604;D'UN FILM L'AUTRE;75006;PARIS;;
C00000002885;d&V Invest;69660;COLLONGES -AU MONT-D'OR;;
C0353;DA PROD;42650;ST JEAN BONNEFONDS;;
C00000001704;DA SILVA;42000;SAINT-ETIENNE;;
C0162;DAÎ DAÎ;42100;SAINT ETIENNE;681569169;
C00000003159;DALKIA Exploitation  -Secteur DMCG;42000;SAINT-ETIENNE;;
C00000001787;DANALPROD;30230;BOUILLARGUES;;
C00000001886;DANIEL BROTHIER;42000;SAINT-ETIENNE;477933582;
C00000001384;Daniel DEVOUX Entreprise;13680;LANCON DE PROVENCE;;
C00000001536;DANSES SUR COUR;42000;SAINT ETIENNE;477413199;
C0847;DANYMUSIC;78711;MANTE LA JOLIE;;
C00000000975;DAUDEY ORGANISATION;25420;BART;;
C00000001424;david mcclean;;;;
C0355;DBO;59000;LILLE;;
C0937;DC'R LIVE;42800;GENILAC;478650796;ENVOI FACTRUE PAR MAIL LE 19/03/2015
C00000001966;DCRG;42390;VILLARS;;
C00000001769;DdD productions;75013;PARIS;153611676;
C0357;DDE LOIRE;42400;SAINT CHAMOND;477222078;
C00000003080;De Lagarde Romain;69004;LYON;;
C00000002999;DE MOURA Pédro;42000;SAINT-ETIENNE;;
C0359;DECIBEL ;94700;MAISON ALFORT;;
C0358;DECIBEL PLUS;42210;UNIAS;;
C00000003241;DECIBELS  PRODUCTIONS;75018;PARIS;;
C00000002344;DEGAUDENZI AXEL;42370;SAINT HAON LE CHATEL;;
C0850;DELMAS PRODUCTION;84130;LE PONTET;;
C0360;DELPRAT Nicolas ;69601;LYON ;478295842;
C00000001146;DELTA LIVE;90160;DENNEY;03 84 26 99 60;
C00000001880;DELTA MAX;42000;ST ETIENNE;;
C00000002420;DEMAIN C RELACHE;71000;MACON;;
C00000001675;DEMURGER Marguerite et Louis;42120;LE COCTEAU;;
C00000002612;DEPARTEMENT DE L'ISERE;38022;GRENOBLE 1;457387753;
C00000002319;DEPARTEMENT DE LA DROME;26026;VALENCE;475798284;
C00000002759;DEPARTEMENT DE LA HAUTE-LOIRE;43009;LE PUY EN VELAY CEDEX;;
C0338;DEPARTEMENT DE LA LOIRE;42000;ST ETIENNE;477499014;Code service comm : 12
C00000001463;DESCOMBES Lucas;42000;ST ETIENNE;;
C0361;DESCOURS & CABAUD CLT;42026;ST ETIENNE CEDEX 1;477921192;
C00000003232;DESIGNERS+;42000;SAINT ETIENNE;;
C0201;DEVIANCE SCENE;;;682602046;
C0109;DEZO PRODUCTION;42100;Saint-Etienne;477803478;
C00000002421;DH MANAGEMENT;51100;REIMS;326978442;
C0365;DI NICOLAS T.;7800;LA VOULTE SUR RHONE ;475853163;
C0362;DIAPASON;30130;PONT SAINT ESPRIT;466798556;Port:06 25 95 06 50
C0092;DIAPASON ;42610;ST ROMAIN LE PUY ;477760688;
C0363;DICARLO DENIS;42800;GENILAC;680538374;04 77 73 40 33
C0364;DIESE MACHINE;42240;UNIEUX;611424055;
C00000002431;DIGITAL DECORATIVE;38200;VIENNE;;
